App_Name,Jimple_Classes,Number_Of_Items
8dfd2ddbae23bd01783df6df16801c094b7e6503b0dee2651ea1d72f80f27bd6,"['com.applovin.mediation.nativeAds.adPlacer.MaxAdPlacer.jimple', 'com.unity3d.scar.adapter.v2000.scarads.ScarInterstitialAd.jimple', 'com.unity3d.scar.adapter.v1920.scarads.ScarRewardedAd.jimple', 'com.rovio.beacon.ads.FBAudienceNetworkRewardVideo.jimple', 'com.applovin.impl.mediation.g$16.jimple', 'com.rovio.beacon.ads.FBAudienceNetworkBanner.jimple', 'com.rovio.beacon.ads.VungleSdkBanner.jimple', 'com.ironsource.mediationsdk.adunit.d.a.c.jimple', 'com.unity3d.scar.adapter.v2000.scarads.ScarRewardedAd.jimple', 'com.rovio.beacon.ads.FBAudienceNetworkInterstitial.jimple', 'com.applovin.mediation.adapter.MaxAdViewAdapter.jimple', 'com.vungle.warren.AdLoader$Operation.jimple', 'com.vungle.warren.error.VungleException.jimple', 'com.unity3d.scar.adapter.v1950.scarads.ScarAdBase.jimple', 'com.unity3d.scar.adapter.v1950.scarads.ScarRewardedAd.jimple', 'com.applovin.mediation.adapters.AppLovinMediationAdapter.jimple', 'com.applovin.impl.mediation.b.a.b.jimple', 'com.rovio.beacon.ads.AdMobSdkBanner.jimple', 'com.applovin.impl.mediation.ads.MaxNativeAdLoaderImpl.jimple', 'com.vungle.warren.VungleBanner$1.jimple', 'com.unity3d.scar.adapter.v1950.ScarAdapter$1.jimple', 'com.applovin.mediation.ads.MaxRewardedInterstitialAd.jimple', 'com.unity3d.scar.adapter.v1920.ScarAdapter$2.jimple', 'com.applovin.impl.mediation.ads.MaxAdViewImpl.jimple', 'com.unity3d.scar.adapter.v1920.ScarAdapter$1.jimple', 'com.applovin.impl.mediation.MediationServiceImpl.jimple', 'com.vungle.warren.VungleBanner$2.jimple', 'com.applovin.mediation.nativeAds.MaxNativeAdLoader.jimple', 'com.ironsource.sdk.IronSourceNetwork.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl$2.jimple', 'com.unity3d.scar.adapter.common.scarads.IScarAd.jimple', 'com.mbridge.msdk.out.Adapter.jimple', 'com.unity3d.scar.adapter.v2000.scarads.ScarAdBase.jimple', 'com.applovin.impl.mediation.debugger.a.a.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl$b$4$1.jimple', 'com.mbridge.msdk.mbsignalcommon.b.a.jimple', 'com.unity3d.scar.adapter.v2000.ScarAdapter$2.jimple', 'com.applovin.mediation.ads.MaxRewardedAd.jimple', 'com.ironsource.mediationsdk.R.jimple', 'com.applovin.impl.mediation.debugger.ui.a.a.jimple', 'com.unity3d.scar.adapter.v1950.scarads.ScarInterstitialAd.jimple', 'com.vungle.warren.downloader.AssetDownloader.jimple', 'com.ironsource.adapters.ironsource.IronSourceAdapter.jimple', 'com.vungle.warren.LoadNativeAdCallbackWrapper.jimple', 'com.applovin.mediation.ads.MaxInterstitialAd.jimple', 'com.ironsource.sdk.d.b.jimple', 'com.vungle.warren.AdLoader$5.jimple', 'com.vungle.warren.Banners.jimple', 'com.vungle.warren.Vungle.jimple', 'com.vungle.warren.downloader.AssetDownloader$3.jimple', 'com.applovin.mediation.ads.MaxAppOpenAd.jimple', 'com.vungle.warren.LoadAdCallbackWrapper.jimple', 'com.vungle.warren.AdLoader$5$3.jimple', 'com.applovin.impl.mediation.debugger.ui.testmode.a.jimple', 'com.vungle.warren.downloader.CleverCache.jimple', 'com.vungle.warren.AdLoader$6$3.jimple', 'com.unity3d.scar.adapter.v1920.scarads.ScarAdBase.jimple', 'com.vungle.warren.downloader.AssetDownloader$1.jimple', 'com.rovio.beacon.ads.VungleSdkVideo.jimple', 'com.unity3d.scar.adapter.v2000.ScarAdapter$1.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl.jimple', 'com.unity3d.scar.adapter.v1920.scarads.ScarInterstitialAd.jimple', 'com.ironsource.mediationsdk.adunit.adapter.internal.BaseAdAdapter.jimple', 'com.applovin.mediation.ads.MaxAdView.jimple', 'com.vungle.warren.NativeAd.jimple', 'com.vungle.warren.AdLoader.jimple', 'com.vungle.warren.VungleBanner.jimple', 'com.applovin.impl.mediation.ads.MaxAdViewImpl$1.jimple', 'com.unity3d.scar.adapter.v1950.ScarAdapter$2.jimple', 'com.applovin.mediation.nativeAds.adPlacer.MaxRecyclerAdapter.jimple', 'com.vungle.warren.AdEventListener.jimple', 'com.applovin.impl.sdk.utils.c.jimple']",72
21389f1bd3f9fc313dd6e169bc431c5ec287423279537d26ef17d8177db0aac8,"['xh.f.jimple', 'b2.x$b.jimple', 'xh.b.jimple', 'b2.t$c.jimple', 'xh.c.jimple', 'b2.i$b.jimple', 'b2.d$b.jimple', 'xh.d.jimple', 'xh.e.jimple', 'b2.o$b.jimple', 'com.bumptech.glide.ListPreloader.jimple', 'a6.y.jimple', 'p6.d.jimple']",13
acbeea5ba5b1cc7eff0091a694c6d86c35c0ba69d9deee55c37513f7d3e5eb9e,"['com.webcomics.manga.detail.a.jimple', 'com.applovin.mediation.adapters.UnityAdsMediationAdapter.jimple', 'com.applovin.mediation.nativeAds.adPlacer.MaxAdPlacer.jimple', 'com.applovin.impl.mediation.g$17.jimple', 'com.webcomics.manga.libbase.BaseRewardAdActivity$a.jimple', 'ac.b.jimple', 'com.ironsource.mediationsdk.adunit.d.a.c.jimple', 'com.applovin.mediation.adapters.InMobiMediationAdapter.jimple', 'com.applovin.mediation.adapter.MaxAdViewAdapter.jimple', 'com.applovin.impl.sdk.nativeAd.AppLovinNativeAdImpl.jimple', 'com.vungle.warren.AdLoader$Operation.jimple', 'com.webcomics.manga.mine.download.a.jimple', 'com.vungle.warren.error.VungleException.jimple', 'com.applovin.mediation.adapters.AppLovinMediationAdapter.jimple', 'com.applovin.impl.mediation.nativeAds.a.b.jimple', 'com.webcomics.manga.comics_reader.adapter.ComicsReaderAdapter.jimple', 'com.webcomics.manga.mine.download.DownloadAdapter$initHolder$1.jimple', 'com.applovin.impl.mediation.ads.MaxNativeAdLoaderImpl.jimple', 'com.vungle.warren.VungleBanner$1.jimple', 'com.applovin.mediation.ads.MaxRewardedInterstitialAd.jimple', 'com.webcomics.manga.profile.task.LotteryActivity$bannerAdInitListener$1$onInited$1.jimple', 'com.applovin.impl.mediation.ads.MaxAdViewImpl.jimple', 'com.fyber.inneractive.sdk.dv.banner.a.jimple', 'com.applovin.impl.mediation.MediationServiceImpl.jimple', 'com.applovin.mediation.adapters.VungleMediationAdapter.jimple', 'com.vungle.warren.VungleBanner$2.jimple', 'com.applovin.mediation.nativeAds.MaxNativeAdLoader.jimple', 'com.ironsource.sdk.IronSourceNetwork.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl$2.jimple', 'com.inmobi.media.q.jimple', 'com.fyber.inneractive.sdk.external.InneractiveAdSpot.jimple', 'com.webcomics.manga.detail.ChapterDownloadAdapter$onBindViewHolder$1$2.jimple', 'com.applovin.impl.sdk.array.ArrayDirectDownloadAd.jimple', 'ac.d.jimple', 'com.applovin.impl.mediation.debugger.a.a.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl$b$4$1.jimple', 'com.applovin.mediation.ads.MaxRewardedAd.jimple', 'com.ironsource.mediationsdk.R.jimple', 'com.applovin.impl.mediation.debugger.ui.a.a.jimple', 'com.applovin.mediation.adapters.NimbusMediationAdapter.jimple', 'com.vungle.warren.downloader.AssetDownloader.jimple', 'com.ironsource.adapters.ironsource.IronSourceAdapter.jimple', 'com.vungle.warren.LoadNativeAdCallbackWrapper.jimple', 'com.applovin.mediation.ads.MaxInterstitialAd.jimple', 'com.ironsource.sdk.d.b.jimple', 'com.vungle.warren.AdLoader$5.jimple', 'com.vungle.warren.Banners.jimple', 'com.vungle.warren.Vungle.jimple', 'com.fyber.inneractive.sdk.flow.r.jimple', 'com.vungle.warren.downloader.AssetDownloader$3.jimple', 'com.applovin.mediation.ads.MaxAppOpenAd.jimple', 'com.vungle.warren.LoadAdCallbackWrapper.jimple', 'com.applovin.mediation.adapters.FacebookMediationAdapter.jimple', 'com.applovin.impl.sdk.AppLovinAdBase.jimple', 'com.applovin.impl.sdk.array.ArrayService.jimple', 'com.applovin.mediation.adapters.IronSourceMediationAdapter.jimple', 'com.vungle.warren.AdLoader$5$3.jimple', 'com.applovin.impl.mediation.debugger.ui.testmode.a.jimple', 'com.vungle.warren.downloader.CleverCache.jimple', 'com.vungle.warren.AdLoader$6$3.jimple', 'dc.c.jimple', 'dc.a.jimple', 'com.applovin.impl.sdk.AppLovinAdServiceImpl.jimple', 'com.vungle.warren.downloader.AssetDownloader$1.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl.jimple', 'com.fyber.inneractive.sdk.dv.interstitial.c.jimple', 'com.ironsource.mediationsdk.adunit.adapter.internal.BaseAdAdapter.jimple', 'com.tapjoy.TapjoyGpsHelper.jimple', 'com.applovin.mediation.ads.MaxAdView.jimple', 'com.applovin.mediation.adapters.AdColonyMediationAdapter.jimple', 'com.inmobi.media.cu.jimple', 'com.vungle.warren.NativeAd.jimple', 'com.webcomics.manga.libbase.BaseRewardAdActivity.jimple', 'com.vungle.warren.AdLoader.jimple', 'com.vungle.warren.VungleBanner.jimple', 'com.tapjoy.TapjoyConnectCore.jimple', 'com.applovin.impl.mediation.ads.MaxAdViewImpl$1.jimple', 'com.applovin.mediation.adapters.InneractiveMediationAdapter.jimple', 'com.applovin.mediation.nativeAds.adPlacer.MaxRecyclerAdapter.jimple', 'com.webcomics.manga.comics_reader.ComicsReaderActivity$bannerAdInitListener$1$onInited$1.jimple', 'com.fyber.inneractive.sdk.dv.rewarded.b.jimple', 'com.vungle.warren.AdEventListener.jimple', 'com.applovin.impl.sdk.utils.c.jimple']",83
652aa32ee11dd109f11feef942fa4207306b1651e8f342e047cf450d8ae7b9a5,['com.bumptech.glide.ListPreloader.jimple'],1
5a2b15e38cea748014d7a1edffa92a6632555f0f3c6607ae033f18118962d96c,"['com.amazon.device.ads.DTBAdLoader.jimple', 'com.applovin.mediation.adapters.UnityAdsMediationAdapter.jimple', 'com.applovin.mediation.adapters.GoogleAdManagerMediationAdapter.jimple', 'com.applovin.mediation.nativeAds.adPlacer.MaxAdPlacer.jimple', 'com.fyber.marketplace.fairbid.impl.g.jimple', 'com.unity3d.scar.adapter.v2000.scarads.ScarInterstitialAd.jimple', 'com.unity3d.scar.adapter.v2100.ScarAdapter$2.jimple', 'com.applovin.impl.mediation.g$17.jimple', 'com.unity3d.scar.adapter.v1920.scarads.ScarRewardedAd.jimple', 'com.unity3d.scar.adapter.v2100.scarads.ScarInterstitialAd.jimple', 'com.fyber.marketplace.fairbid.impl.e.jimple', 'talefun.cd.sdk.applovin.InterstitialAdProxy.jimple', 'com.applovin.impl.sdk.nativeAd.AppLovinNativeAdImpl$a.jimple', 'talefun.cd.sdk.applovin.RewardAdProxy.jimple', 'com.ironsource.mediationsdk.adunit.d.a.c.jimple', 'talefun.cd.sdk.applovin.InterstitialAdProxy$2.jimple', 'com.applovin.mediation.adapters.InMobiMediationAdapter.jimple', 'com.unity3d.scar.adapter.v2000.scarads.ScarRewardedAd.jimple', 'com.applovin.mediation.adapter.MaxAdViewAdapter.jimple', 'com.unity3d.scar.adapter.v2100.scarads.ScarAdBase.jimple', 'com.vungle.warren.AdLoader$Operation.jimple', 'com.vungle.warren.error.VungleException.jimple', 'com.unity3d.scar.adapter.v1950.scarads.ScarAdBase.jimple', 'com.unity3d.scar.adapter.v1950.scarads.ScarRewardedAd.jimple', 'com.applovin.mediation.adapters.AppLovinMediationAdapter.jimple', 'com.applovin.impl.mediation.nativeAds.a.b.jimple', 'com.applovin.impl.mediation.ads.MaxNativeAdLoaderImpl.jimple', 'com.vungle.warren.VungleBanner$1.jimple', 'com.unity3d.scar.adapter.v1950.ScarAdapter$1.jimple', 'com.applovin.mediation.ads.MaxRewardedInterstitialAd.jimple', 'com.unity3d.scar.adapter.v1920.ScarAdapter$2.jimple', 'com.applovin.impl.mediation.ads.MaxAdViewImpl.jimple', 'com.amazon.device.ads.SDKUtilities.jimple', 'com.unity3d.scar.adapter.v1920.ScarAdapter$1.jimple', 'com.fyber.inneractive.sdk.dv.banner.a.jimple', 'com.applovin.impl.mediation.MediationServiceImpl.jimple', 'com.unity3d.scar.adapter.v2100.ScarAdapter$1.jimple', 'com.applovin.mediation.adapters.AmazonAdMarketplaceMediationAdapter.jimple', 'com.applovin.mediation.adapters.VungleMediationAdapter.jimple', 'com.vungle.warren.VungleBanner$2.jimple', 'com.applovin.mediation.nativeAds.MaxNativeAdLoader.jimple', 'com.ironsource.sdk.IronSourceNetwork.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl$2.jimple', 'com.unity3d.scar.adapter.common.scarads.IScarAd.jimple', 'com.fyber.inneractive.sdk.external.InneractiveAdSpot.jimple', 'com.inmobi.media.cv.jimple', 'com.applovin.impl.sdk.array.ArrayDirectDownloadAd.jimple', 'talefun.cd.sdk.applovin.RewardAdProxy$1.jimple', 'com.unity3d.scar.adapter.v2000.scarads.ScarAdBase.jimple', 'com.applovin.impl.mediation.debugger.a.a.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl$b$4$1.jimple', 'com.unity3d.scar.adapter.v2000.ScarAdapter$2.jimple', 'com.applovin.mediation.ads.MaxRewardedAd.jimple', 'com.ironsource.mediationsdk.R.jimple', 'com.applovin.impl.mediation.debugger.ui.a.a.jimple', 'com.applovin.mediation.adapters.NimbusMediationAdapter.jimple', 'com.unity3d.scar.adapter.v1950.scarads.ScarInterstitialAd.jimple', 'com.vungle.warren.downloader.AssetDownloader.jimple', 'com.ironsource.adapters.ironsource.IronSourceAdapter.jimple', 'net.pubnative.adapters.applovin.AppLovinMediationVerveCustomNetworkAdapter.jimple', 'com.vungle.warren.LoadNativeAdCallbackWrapper.jimple', 'talefun.cd.sdk.applovin.InterstitialAdProxy$1.jimple', 'com.applovin.mediation.ads.MaxInterstitialAd.jimple', 'com.ironsource.sdk.d.b.jimple', 'com.vungle.warren.AdLoader$5.jimple', 'net.pubnative.adapters.applovin.-$$Lambda$AppLovinMediationVerveCustomNetworkAdapter$ffBhZTgl-fzmXRlaqCPescjSpU8.jimple', 'com.amazon.device.ads.DTBAdView.jimple', 'talefun.cd.sdk.applovin.AdCenter$2.jimple', 'com.vungle.warren.Banners.jimple', 'com.vungle.warren.Vungle.jimple', 'com.fyber.inneractive.sdk.flow.r.jimple', 'talefun.cd.sdk.applovin.BannerAdProxy$1.jimple', 'com.vungle.warren.downloader.AssetDownloader$3.jimple', 'com.applovin.mediation.ads.MaxAppOpenAd.jimple', 'com.vungle.warren.LoadAdCallbackWrapper.jimple', 'com.applovin.mediation.adapters.GoogleMediationAdapter.jimple', 'com.applovin.mediation.adapters.FacebookMediationAdapter.jimple', 'com.applovin.impl.sdk.AppLovinAdBase.jimple', 'com.applovin.impl.sdk.array.ArrayService.jimple', 'com.applovin.mediation.adapters.IronSourceMediationAdapter.jimple', 'com.vungle.warren.AdLoader$5$3.jimple', 'com.applovin.impl.mediation.debugger.ui.testmode.a.jimple', 'com.vungle.warren.downloader.CleverCache.jimple', 'com.applovin.mediation.adapters.VerveMediationAdapter.jimple', 'com.vungle.warren.AdLoader$6$3.jimple', 'com.unity3d.scar.adapter.v2100.scarads.ScarRewardedAd.jimple', 'com.amazon.device.ads.DTBAdRequest.jimple', 'com.applovin.impl.sdk.AppLovinAdServiceImpl.jimple', 'com.unity3d.scar.adapter.v1920.scarads.ScarAdBase.jimple', 'com.vungle.warren.downloader.AssetDownloader$1.jimple', 'com.unity3d.scar.adapter.v2000.ScarAdapter$1.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl.jimple', 'com.fyber.inneractive.sdk.dv.interstitial.c.jimple', 'com.unity3d.scar.adapter.v1920.scarads.ScarInterstitialAd.jimple', 'talefun.cd.sdk.applovin.RewardAdProxy$2.jimple', 'talefun.cd.sdk.applovin.BannerAdProxy$2.jimple', 'com.ironsource.mediationsdk.adunit.adapter.internal.BaseAdAdapter.jimple', 'com.applovin.mediation.ads.MaxAdView.jimple', 'com.applovin.mediation.adapters.AdColonyMediationAdapter.jimple', 'com.fyber.marketplace.fairbid.impl.a.jimple', 'talefun.cd.sdk.applovin.BannerAdProxy.jimple', 'com.applovin.mediation.adapters.ByteDanceMediationAdapter.jimple', 'com.vungle.warren.NativeAd.jimple', 'com.fyber.marketplace.fairbid.impl.d.jimple', 'com.vungle.warren.AdLoader.jimple', 'com.inmobi.media.r.jimple', 'com.vungle.warren.VungleBanner.jimple', 'com.applovin.impl.mediation.ads.MaxAdViewImpl$1.jimple', 'com.applovin.mediation.adapters.InneractiveMediationAdapter.jimple', 'com.unity3d.scar.adapter.v1950.ScarAdapter$2.jimple', 'com.amazon.device.ads.DTBFetchManager.jimple', 'com.applovin.mediation.nativeAds.adPlacer.MaxRecyclerAdapter.jimple', 'com.fyber.inneractive.sdk.dv.rewarded.b.jimple', 'com.vungle.warren.AdEventListener.jimple', 'com.applovin.impl.sdk.utils.c.jimple']",115
3456925d75803e1368d36dec9f18e71567a0d007333e9a92072301ca448adbe2,"['com.applovin.mediation.adapters.UnityAdsMediationAdapter.jimple', 'com.applovin.mediation.nativeAds.adPlacer.MaxAdPlacer.jimple', 'com.unity3d.scar.adapter.v2000.scarads.ScarInterstitialAd.jimple', 'com.unity3d.scar.adapter.v2100.ScarAdapter$2.jimple', 'com.applovin.impl.mediation.g$17.jimple', 'com.unity3d.scar.adapter.v1920.scarads.ScarRewardedAd.jimple', 'com.unity3d.scar.adapter.v2100.scarads.ScarInterstitialAd.jimple', 'androidx.webkit.internal.WebMessageAdapter.jimple', 'com.ironsource.mediationsdk.adunit.d.a.c.jimple', 'com.unity3d.scar.adapter.v2000.scarads.ScarRewardedAd.jimple', 'com.applovin.mediation.adapter.MaxAdViewAdapter.jimple', 'com.applovin.impl.sdk.nativeAd.AppLovinNativeAdImpl.jimple', 'com.unity3d.scar.adapter.v2100.scarads.ScarAdBase.jimple', 'com.vungle.warren.AdLoader$Operation.jimple', 'com.vungle.warren.error.VungleException.jimple', 'com.unity3d.scar.adapter.v1950.scarads.ScarAdBase.jimple', 'com.unity3d.scar.adapter.v1950.scarads.ScarRewardedAd.jimple', 'com.applovin.mediation.adapters.AppLovinMediationAdapter.jimple', 'com.applovin.impl.mediation.nativeAds.a.b.jimple', 'com.applovin.impl.mediation.ads.MaxNativeAdLoaderImpl.jimple', 'com.vungle.warren.VungleBanner$1.jimple', 'com.ironsource.mediationsdk.a.jimple', 'com.unity3d.scar.adapter.v1950.ScarAdapter$1.jimple', 'com.applovin.mediation.ads.MaxRewardedInterstitialAd.jimple', 'com.unity3d.scar.adapter.v1920.ScarAdapter$2.jimple', 'com.applovin.impl.mediation.ads.MaxAdViewImpl.jimple', 'com.unity3d.scar.adapter.v1920.ScarAdapter$1.jimple', 'com.fyber.inneractive.sdk.dv.banner.a.jimple', 'com.applovin.impl.mediation.MediationServiceImpl.jimple', 'com.unity3d.scar.adapter.v2100.ScarAdapter$1.jimple', 'com.applovin.mediation.adapters.VungleMediationAdapter.jimple', 'com.vungle.warren.VungleBanner$2.jimple', 'com.applovin.mediation.nativeAds.MaxNativeAdLoader.jimple', 'com.ironsource.sdk.IronSourceNetwork.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl$2.jimple', 'com.fyber.inneractive.sdk.external.InneractiveAdSpot.jimple', 'com.safedk.android.analytics.brandsafety.creatives.discoveries.f.jimple', 'com.applovin.impl.sdk.array.ArrayDirectDownloadAd.jimple', 'com.unity3d.scar.adapter.v2000.scarads.ScarAdBase.jimple', 'com.applovin.impl.mediation.debugger.a.a.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl$b$4$1.jimple', 'com.grindrapp.android.ads.c.jimple', 'com.unity3d.scar.adapter.v2000.ScarAdapter$2.jimple', 'com.applovin.mediation.ads.MaxRewardedAd.jimple', 'com.applovin.impl.mediation.debugger.ui.a.a.jimple', 'com.applovin.mediation.adapters.NimbusMediationAdapter.jimple', 'com.unity3d.scar.adapter.v1950.scarads.ScarInterstitialAd.jimple', 'com.vungle.warren.downloader.AssetDownloader.jimple', 'com.ironsource.adapters.ironsource.IronSourceAdapter.jimple', 'com.vungle.warren.LoadNativeAdCallbackWrapper.jimple', 'com.ironsource.mediationsdk.testSuite.e.a.jimple', 'com.applovin.mediation.ads.MaxInterstitialAd.jimple', 'com.ironsource.sdk.d.b.jimple', 'com.vungle.warren.AdLoader$5.jimple', 'com.vungle.warren.Banners.jimple', 'com.vungle.warren.Vungle.jimple', 'com.fyber.inneractive.sdk.flow.r.jimple', 'com.vungle.warren.downloader.AssetDownloader$3.jimple', 'com.ironsource.mediationsdk.adunit.adapter.internal.AdapterAdFullScreenInterface.jimple', 'com.applovin.mediation.ads.MaxAppOpenAd.jimple', 'com.vungle.warren.LoadAdCallbackWrapper.jimple', 'androidx.webkit.internal.WebMessagePayloadAdapter.jimple', 'com.applovin.mediation.adapters.GoogleMediationAdapter.jimple', 'com.applovin.impl.sdk.AppLovinAdBase.jimple', 'com.applovin.impl.sdk.array.ArrayService.jimple', 'com.applovin.mediation.adapters.IronSourceMediationAdapter.jimple', 'com.vungle.warren.AdLoader$5$3.jimple', 'com.applovin.impl.mediation.debugger.ui.testmode.a.jimple', 'com.vungle.warren.downloader.CleverCache.jimple', 'com.applovin.mediation.adapters.VerveMediationAdapter.jimple', 'com.vungle.warren.AdLoader$6$3.jimple', 'com.unity3d.scar.adapter.v2100.scarads.ScarRewardedAd.jimple', 'com.applovin.impl.sdk.AppLovinAdServiceImpl.jimple', 'com.unity3d.scar.adapter.v1920.scarads.ScarAdBase.jimple', 'com.vungle.warren.downloader.AssetDownloader$1.jimple', 'com.unity3d.scar.adapter.v2000.ScarAdapter$1.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl.jimple', 'com.ironsource.mediationsdk.testSuite.a.jimple', 'com.fyber.inneractive.sdk.dv.interstitial.c.jimple', 'com.unity3d.scar.adapter.v1920.scarads.ScarInterstitialAd.jimple', 'com.applovin.mediation.ads.MaxAdView.jimple', 'com.grindrapp.android.ads.views.GrindrBackFillMaxAdView$a.jimple', 'com.ironsource.mediationsdk.adunit.adapter.internal.AdapterBannerInterface.jimple', 'com.ironsource.mediationsdk.testSuite.d.jimple', 'com.vungle.warren.NativeAd.jimple', 'com.vungle.warren.AdLoader.jimple', 'com.vungle.warren.VungleBanner.jimple', 'com.applovin.impl.mediation.ads.MaxAdViewImpl$1.jimple', 'com.ironsource.mediationsdk.adunit.d.b.jimple', 'com.applovin.mediation.adapters.InneractiveMediationAdapter.jimple', 'com.unity3d.scar.adapter.v1950.ScarAdapter$2.jimple', 'com.applovin.mediation.nativeAds.adPlacer.MaxRecyclerAdapter.jimple', 'com.fyber.inneractive.sdk.dv.rewarded.b.jimple', 'com.vungle.warren.AdEventListener.jimple', 'com.applovin.impl.sdk.utils.c.jimple']",95
0bc167335f1f593ecd96cc06043241b2cbfd87d6f3dc511fabf9ce8c5b5f6b40,['com.bumptech.glide.ListPreloader.jimple'],1
eb873afb8d0fd5e28f1a908fa37a247cd49b9f5e7afe6c703c94291c8561d46b,"['com.amazon.device.ads.DTBAdLoader.jimple', 'lk.l2.jimple', 'com.amazon.device.ads.SDKUtilities.jimple', 'com.inmobi.media.q.jimple', 'q8.c.jimple', 'com.amazon.device.ads.DTBAdView.jimple', 'com.amazon.device.ads.DTBAdRequest.jimple', 'q8.c$c.jimple', 'com.inmobi.media.cu.jimple', 'com.amazon.device.ads.DTBFetchManager.jimple']",10
2e21e23ef46d9c4773eaeef05749491c8e032c7f134ef6011a3d922a7da693fe,['com.bumptech.glide.ListPreloader.jimple'],1
2c0e6503507af7ac11accb81b4400d822366df3837be09456ebde1a99c892b14,"['wd.tj1.jimple', 'r30.a.jimple', 'em.y.jimple', 'wd.d20.jimple', 'fm.d.jimple', 'ka.b.jimple', 'q7.k.jimple', 'hb.a$c.jimple', 'em.j.jimple', 'wd.qb1.jimple', 'em.s.jimple', 'em.o$a.jimple', 'wd.mj1.jimple', 'fm.f.jimple', 'wd.db1.jimple', 'em.i.jimple', 'em.z$a.jimple', 'x.m0.jimple', 'wd.ib1.jimple', 'wd.wr.jimple']",20
2c64ca049a120a7421100aa0b67c199519a108ccb6046c441a7e456a4b97f42a,"['b.kkm.jimple', 'b.pkm.jimple', 'b.xoh.jimple', 'b.rbt$a.jimple', 'b.sbt$a.jimple', 'b.zoh.jimple', 'b.au8.jimple', 'com.vungle.warren.AdLoader$Operation.jimple', 'com.vungle.warren.error.VungleException.jimple', 'com.vungle.warren.VungleBanner$1.jimple', 'b.bph.jimple', 'com.vungle.warren.VungleBanner$2.jimple', 'com.bytedance.sdk.openadsdk.api.reward.PAGRewardedAd.jimple', 'com.vungle.mediation.VungleInterstitialAdapter.jimple', 'b.o6b.jimple', 'com.bytedance.sdk.openadsdk.api.banner.PAGBannerAd.jimple', 'com.vungle.warren.downloader.AssetDownloader.jimple', 'com.vungle.warren.LoadNativeAdCallbackWrapper.jimple', 'com.vungle.warren.AdLoader$5.jimple', 'com.vungle.warren.Banners.jimple', 'com.vungle.warren.Vungle.jimple', 'com.vungle.warren.downloader.AssetDownloader$3.jimple', 'b.skm.jimple', 'com.vungle.warren.LoadAdCallbackWrapper.jimple', 'com.bytedance.sdk.openadsdk.api.open.PAGAppOpenAd.jimple', 'com.verizon.ads.inlineplacement.InlineAdFactory.jimple', 'b.obt.jimple', 'com.vungle.warren.AdLoader$5$3.jimple', 'com.vungle.warren.downloader.CleverCache.jimple', 'b.dph.jimple', 'com.vungle.warren.AdLoader$6$3.jimple', 'com.vungle.warren.downloader.AssetDownloader$1.jimple', 'b.hkm.jimple', 'com.bytedance.sdk.openadsdk.api.nativeAd.PAGNativeAd.jimple', 'com.verizon.ads.interstitialplacement.InterstitialAdFactory.jimple', 'com.verizon.ads.nativeplacement.NativeAdFactory.jimple', 'com.bytedance.sdk.openadsdk.api.interstitial.PAGInterstitialAd.jimple', 'b.xg2.jimple', 'com.vungle.warren.NativeAd.jimple', 'com.vungle.warren.AdLoader.jimple', 'com.vungle.warren.VungleBanner.jimple', 'b.vy8.jimple', 'com.vungle.warren.AdEventListener.jimple']",43
