App_Name,Jimple_Classes,Number_Of_Items
a070a78a18adc558d7f3a279a12d3f44a6012fe1cbe7db83aa04dd24a66d261d,"['com.vungle.warren.downloader.b$a.jimple', 'com.amazon.device.ads.DTBAdLoader.jimple', 'com.applovin.mediation.nativeAds.adPlacer.MaxAdPlacer.jimple', 'com.ironsource.mediationsdk.adunit.d.a.c.jimple', 'com.applovin.mediation.adapter.MaxAdViewAdapter.jimple', 'com.applovin.impl.sdk.nativeAd.AppLovinNativeAdImpl.jimple', 'com.vungle.warren.downloader.e.jimple', 'com.vungle.warren.downloader.b$c.jimple', 'com.vungle.warren.error.VungleException.jimple', 'com.applovin.mediation.adapters.AppLovinMediationAdapter.jimple', 'com.applovin.impl.mediation.nativeAds.a.b.jimple', 'x4.i.jimple', 'com.applovin.impl.mediation.ads.MaxNativeAdLoaderImpl.jimple', 'com.ironsource.mediationsdk.a.jimple', 'com.applovin.mediation.ads.MaxRewardedInterstitialAd.jimple', 'com.applovin.impl.mediation.ads.MaxAdViewImpl.jimple', 'com.amazon.device.ads.SDKUtilities.jimple', 'com.ironsource.adapters.admob.banner.AdMobBannerAdapter.jimple', 'com.fyber.inneractive.sdk.dv.banner.a.jimple', 'com.applovin.impl.mediation.MediationServiceImpl.jimple', 'com.ironsource.adapters.vungle.VungleAdapter.jimple', 'com.applovin.mediation.nativeAds.MaxNativeAdLoader.jimple', 'y4.l.jimple', 'com.ironsource.sdk.IronSourceNetwork.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl$2.jimple', 'com.vungle.warren.c$f$c.jimple', 'com.inmobi.media.q.jimple', 'com.vungle.warren.c.jimple', 'com.fyber.inneractive.sdk.external.InneractiveAdSpot.jimple', 'com.applovin.impl.mediation.i$17.jimple', 'com.applovin.impl.sdk.array.ArrayDirectDownloadAd.jimple', 'com.mbridge.msdk.out.Adapter.jimple', 'com.ironsource.adapters.fyber.FyberAdapter$2.jimple', 'com.ironsource.adapters.admob.banner.AdMobBannerAdapter$1.jimple', 'com.applovin.impl.mediation.debugger.a.a.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl$b$4$1.jimple', 'com.mbridge.msdk.mbsignalcommon.b.a.jimple', 'jr.b.jimple', 'mr.b.jimple', 'com.applovin.mediation.ads.MaxRewardedAd.jimple', 'com.applovin.impl.mediation.debugger.ui.a.a.jimple', 'com.applovin.mediation.adapters.NimbusMediationAdapter.jimple', 'com.ironsource.adapters.ironsource.IronSourceAdapter.jimple', 'com.ironsource.mediationsdk.testSuite.e.a.jimple', 'com.applovin.mediation.ads.MaxInterstitialAd.jimple', 'com.ironsource.sdk.d.b.jimple', 'com.ironsource.mediationsdk.adunit.d.d.jimple', 'com.audiomack.ui.ads.ima.ExoVideoPlayer.jimple', 'com.amazon.device.ads.DTBAdView.jimple', 'com.vungle.warren.Vungle.jimple', 'com.fyber.inneractive.sdk.flow.r.jimple', 'com.ironsource.adapters.admob.banner.AdMobBannerAdListener.jimple', 'com.ironsource.adapters.facebook.FacebookAdapter$5.jimple', 'mr.d.jimple', 'com.ironsource.mediationsdk.adunit.adapter.internal.AdapterAdFullScreenInterface.jimple', 'com.applovin.mediation.ads.MaxAppOpenAd.jimple', 'jr.d.jimple', 'com.ironsource.adapters.fyber.FyberAdapter$6.jimple', 'com.applovin.impl.sdk.AppLovinAdBase.jimple', 'com.vungle.warren.c$e$c.jimple', 'com.applovin.impl.sdk.array.ArrayService.jimple', 'com.ironsource.adapters.fyber.FyberAdapter$4.jimple', 'com.applovin.impl.mediation.debugger.ui.testmode.a.jimple', 'com.ironsource.adapters.facebook.FacebookAdapter$1.jimple', 'com.vungle.warren.downloader.b.jimple', 'com.amazon.device.ads.DTBAdRequest.jimple', 'com.applovin.impl.sdk.AppLovinAdServiceImpl.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl.jimple', 'com.ironsource.mediationsdk.testSuite.a.jimple', 'com.fyber.inneractive.sdk.dv.interstitial.c.jimple', 'com.ironsource.mediationsdk.adunit.adapter.internal.AdapterNativeAdInterface.jimple', 'com.applovin.mediation.ads.MaxAdView.jimple', 'com.vungle.warren.g.jimple', 'com.vungle.warren.i0$b.jimple', 'com.vungle.warren.c$e.jimple', 'com.ironsource.mediationsdk.ads.nativead.interfaces.NativeAdInterface.jimple', 'com.inmobi.media.cu.jimple', 'com.ironsource.mediationsdk.adunit.adapter.internal.AdapterBannerInterface.jimple', 'com.ironsource.mediationsdk.testSuite.d.jimple', 'w4.w1.jimple', 'com.applovin.impl.mediation.ads.MaxAdViewImpl$1.jimple', 'com.ironsource.mediationsdk.adunit.d.b.jimple', 'com.ironsource.mediationsdk.ads.nativead.LevelPlayNativeAd.jimple', 'com.ironsource.adapters.facebook.FacebookAdapter$3.jimple', 'com.amazon.device.ads.DTBFetchManager.jimple', 'com.applovin.mediation.nativeAds.adPlacer.MaxRecyclerAdapter.jimple', 'com.fyber.inneractive.sdk.dv.rewarded.b.jimple', 'com.applovin.impl.sdk.utils.c.jimple']",88
40627fad47208e13ff7955035d04715ba5b4eebde6c5a19701777458539c1063,"['com.naver.gfpsdk.GfpRewardedAdManager.jimple', 'com.amazon.device.ads.DTBAdLoader.jimple', 'com.naver.gfpsdk.provider.BaseNdaNativeAd$loadAd$1.jimple', 'com.applovin.mediation.nativeAds.adPlacer.MaxAdPlacer.jimple', 'com.applovin.impl.mediation.g$17.jimple', 'com.naver.gfpsdk.provider.DfpNativeAdapter.jimple', 'com.naver.gfpsdk.p.jimple', 'com.naver.gfpsdk.provider.DfpBannerAdapter.jimple', 'com.naver.gfpsdk.o.jimple', 'com.ironsource.mediationsdk.adunit.d.a.c.jimple', 'com.applovin.mediation.adapter.MaxAdViewAdapter.jimple', 'sc.b.jimple', 'pc.d.jimple', 'com.naver.linewebtoon.episode.viewer.vertical.VerticalViewerAdapter.jimple', 'com.naver.gfpsdk.GfpRewardedAd.jimple', 'com.vungle.warren.AdLoader$Operation.jimple', 'com.vungle.warren.error.VungleException.jimple', 'com.naver.linewebtoon.episode.viewer.vertical.footer.a.jimple', 'com.naver.gfpsdk.provider.AppLovinNativeAdapter$doRequestAd$1.jimple', 'com.applovin.mediation.adapters.AppLovinMediationAdapter.jimple', 'com.naver.linewebtoon.ad.g$c.jimple', 'com.applovin.impl.mediation.nativeAds.a.b.jimple', 'com.naver.linewebtoon.ad.m.jimple', 'com.applovin.impl.mediation.ads.MaxNativeAdLoaderImpl.jimple', 'com.vungle.warren.VungleBanner$1.jimple', 'com.naver.gfpsdk.GfpInterstitialAd.jimple', 'com.applovin.mediation.ads.MaxRewardedInterstitialAd.jimple', 'com.applovin.impl.mediation.ads.MaxAdViewImpl.jimple', 'com.naver.gfpsdk.provider.AppLovinInterstitialAdapter$doRequestAd$1.jimple', 'com.amazon.device.ads.SDKUtilities.jimple', 'com.naver.gfpsdk.provider.NdaNativeAdapter.jimple', 'com.applovin.impl.mediation.MediationServiceImpl.jimple', 'com.vungle.warren.VungleBanner$2.jimple', 'com.ironsource.adapters.vungle.VungleAdapter.jimple', 'com.applovin.mediation.nativeAds.MaxNativeAdLoader.jimple', 'com.ironsource.sdk.IronSourceNetwork.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl$2.jimple', 'com.inmobi.media.q.jimple', 'com.naver.gfpsdk.k.jimple', 'com.naver.gfpsdk.provider.NdaNativeSimpleAdapter.jimple', 'com.applovin.impl.mediation.debugger.a.a.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl$b$4$1.jimple', 'com.naver.gfpsdk.provider.FanBannerAdapter.jimple', 'com.naver.linewebtoon.episode.viewer.vertical.footer.e0.jimple', 'com.naver.gfpsdk.VideoAdBreakManager$b.jimple', 'com.applovin.mediation.ads.MaxRewardedAd.jimple', 'com.ironsource.mediationsdk.R.jimple', 'com.applovin.impl.mediation.debugger.ui.a.a.jimple', 'com.vungle.warren.downloader.AssetDownloader.jimple', 'com.ironsource.adapters.ironsource.IronSourceAdapter.jimple', 'com.vungle.warren.LoadNativeAdCallbackWrapper.jimple', 'com.applovin.mediation.ads.MaxInterstitialAd.jimple', 'com.ironsource.sdk.d.b.jimple', 'com.vungle.warren.AdLoader$5.jimple', 'com.naver.gfpsdk.provider.AppLovinBannerAdapter$doRequestAd$1.jimple', 'com.amazon.device.ads.DTBAdView.jimple', 'com.vungle.warren.Banners.jimple', 'com.vungle.warren.Vungle.jimple', 'com.ironsource.adapters.facebook.FacebookAdapter$5.jimple', 'com.vungle.warren.downloader.AssetDownloader$3.jimple', 'com.applovin.mediation.ads.MaxAppOpenAd.jimple', 'com.vungle.warren.LoadAdCallbackWrapper.jimple', 'com.naver.gfpsdk.provider.BaseNdaNativeAd.jimple', 'com.naver.gfpsdk.provider.DfpCombinedAdapter.jimple', 'com.vungle.warren.AdLoader$5$3.jimple', 'com.applovin.impl.mediation.debugger.ui.testmode.a.jimple', 'pc.b.jimple', 'com.vungle.warren.downloader.CleverCache.jimple', 'com.naver.gfpsdk.provider.FanRewardedAdapter.jimple', 'com.ironsource.adapters.facebook.FacebookAdapter$1.jimple', 'com.vungle.warren.AdLoader$6$3.jimple', 'com.ironsource.adapters.admob.AdMobAdapter$10.jimple', 'com.inmobi.media.ct.jimple', 'com.amazon.device.ads.DTBAdRequest.jimple', 'com.naver.linewebtoon.episode.viewer.vertical.footer.d0.jimple', 'com.vungle.warren.downloader.AssetDownloader$1.jimple', 'com.ironsource.adapters.admob.AdMobBannerAdListener.jimple', 'com.naver.gfpsdk.provider.FanInterstitialAdapter.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl.jimple', 'com.naver.gfpsdk.GfpInterstitialAdManager.jimple', 'com.naver.linewebtoon.ad.g.jimple', 'com.ironsource.mediationsdk.adunit.adapter.internal.BaseAdAdapter.jimple', 'com.naver.linewebtoon.episode.viewer.vertical.footer.c0.jimple', 'com.applovin.mediation.ads.MaxAdView.jimple', 'com.naver.gfpsdk.GfpBannerAd.jimple', 'sc.d.jimple', 'com.vungle.warren.NativeAd.jimple', 'com.vungle.warren.AdLoader.jimple', 'com.naver.gfpsdk.l.jimple', 'com.naver.gfpsdk.provider.AppLovinRewardedAdapter$doRequestAd$1.jimple', 'com.vungle.warren.VungleBanner.jimple', 'com.applovin.impl.mediation.ads.MaxAdViewImpl$1.jimple', 'com.ironsource.adapters.facebook.FacebookAdapter$3.jimple', 'com.amazon.device.ads.DTBFetchManager.jimple', 'com.applovin.mediation.nativeAds.adPlacer.MaxRecyclerAdapter.jimple', 'com.naver.gfpsdk.provider.FanNativeAdapter.jimple', 'com.vungle.warren.AdEventListener.jimple', 'com.applovin.impl.sdk.utils.c.jimple']",98
f0fe4b06acbdf49b5340ef13a9f106906efc520e6ab353219c4725c6cc36ade7,"['soc.jimple', 'xv9.jimple', 'uV5.jimple', 'Pdg.jimple']",4
c341379beb487f5731c26f8b01156192e9e4b7ae589724d87752bec5e419cca8,"['lns.jimple', 'zml.jimple', 'nvb.jimple', 'icr.jimple']",4
29b9147e81930a943a9a8c37ac30def5f89e20841b2b75d4e7546bd7ea0332d3,"['com.applovin.mediation.nativeAds.adPlacer.MaxAdPlacer.jimple', 'com.fyber.marketplace.fairbid.impl.g.jimple', 'com.unity3d.scar.adapter.v2000.scarads.ScarInterstitialAd.jimple', 'com.unity3d.scar.adapter.v1920.scarads.ScarRewardedAd.jimple', 'com.applovin.impl.mediation.g$16.jimple', 'com.fyber.marketplace.fairbid.impl.e.jimple', 'com.ironsource.mediationsdk.adunit.d.a.c.jimple', 'com.unity3d.scar.adapter.v2000.scarads.ScarRewardedAd.jimple', 'com.applovin.mediation.adapter.MaxAdViewAdapter.jimple', 'com.vungle.warren.AdLoader$Operation.jimple', 'com.vungle.warren.error.VungleException.jimple', 'com.unity3d.scar.adapter.v1950.scarads.ScarAdBase.jimple', 'com.unity3d.scar.adapter.v1950.scarads.ScarRewardedAd.jimple', 'com.applovin.mediation.adapters.AppLovinMediationAdapter.jimple', 'com.applovin.impl.mediation.b.a.b.jimple', 'com.applovin.impl.mediation.ads.MaxNativeAdLoaderImpl.jimple', 'com.vungle.warren.VungleBanner$1.jimple', 'com.fyber.inneractive.sdk.flow.n.jimple', 'com.unity3d.scar.adapter.v1950.ScarAdapter$1.jimple', 'com.applovin.mediation.ads.MaxRewardedInterstitialAd.jimple', 'com.unity3d.scar.adapter.v1920.ScarAdapter$2.jimple', 'com.applovin.impl.mediation.ads.MaxAdViewImpl.jimple', 'com.unity3d.scar.adapter.v1920.ScarAdapter$1.jimple', 'com.fyber.inneractive.sdk.dv.banner.a.jimple', 'com.applovin.impl.mediation.MediationServiceImpl.jimple', 'com.vungle.warren.VungleBanner$2.jimple', 'com.ironsource.adapters.vungle.VungleAdapter.jimple', 'com.applovin.mediation.nativeAds.MaxNativeAdLoader.jimple', 'com.ironsource.sdk.IronSourceNetwork.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl$2.jimple', 'com.unity3d.scar.adapter.common.scarads.IScarAd.jimple', 'com.fyber.inneractive.sdk.external.InneractiveAdSpot.jimple', 'com.ironsource.adapters.fyber.FyberAdapter$2.jimple', 'com.unity3d.scar.adapter.v2000.scarads.ScarAdBase.jimple', 'com.applovin.impl.mediation.debugger.a.a.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl$b$4$1.jimple', 'com.unity3d.scar.adapter.v2000.ScarAdapter$2.jimple', 'com.applovin.mediation.ads.MaxRewardedAd.jimple', 'com.ironsource.mediationsdk.R.jimple', 'com.applovin.impl.mediation.debugger.ui.a.a.jimple', 'com.unity3d.scar.adapter.v1950.scarads.ScarInterstitialAd.jimple', 'com.vungle.warren.downloader.AssetDownloader.jimple', 'com.ironsource.adapters.ironsource.IronSourceAdapter.jimple', 'com.vungle.warren.LoadNativeAdCallbackWrapper.jimple', 'com.applovin.mediation.ads.MaxInterstitialAd.jimple', 'com.ironsource.sdk.d.b.jimple', 'com.vungle.warren.AdLoader$5.jimple', 'com.vungle.warren.Banners.jimple', 'com.vungle.warren.Vungle.jimple', 'com.ironsource.adapters.facebook.FacebookAdapter$5.jimple', 'com.vungle.warren.downloader.AssetDownloader$3.jimple', 'com.applovin.mediation.ads.MaxAppOpenAd.jimple', 'com.vungle.warren.LoadAdCallbackWrapper.jimple', 'com.ironsource.adapters.fyber.FyberAdapter$6.jimple', 'com.ironsource.adapters.fyber.FyberAdapter$4.jimple', 'com.vungle.warren.AdLoader$5$3.jimple', 'com.applovin.impl.mediation.debugger.ui.testmode.a.jimple', 'com.vungle.warren.downloader.CleverCache.jimple', 'com.ironsource.adapters.facebook.FacebookAdapter$1.jimple', 'com.vungle.warren.AdLoader$6$3.jimple', 'com.ironsource.adapters.admob.AdMobAdapter$10.jimple', 'com.unity3d.scar.adapter.v1920.scarads.ScarAdBase.jimple', 'com.vungle.warren.downloader.AssetDownloader$1.jimple', 'com.ironsource.adapters.admob.AdMobBannerAdListener.jimple', 'com.unity3d.scar.adapter.v2000.ScarAdapter$1.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl.jimple', 'com.fyber.inneractive.sdk.dv.interstitial.c.jimple', 'com.unity3d.scar.adapter.v1920.scarads.ScarInterstitialAd.jimple', 'com.ironsource.mediationsdk.adunit.adapter.internal.BaseAdAdapter.jimple', 'com.applovin.mediation.ads.MaxAdView.jimple', 'com.fyber.marketplace.fairbid.impl.a.jimple', 'com.vungle.warren.NativeAd.jimple', 'com.fyber.marketplace.fairbid.impl.d.jimple', 'com.vungle.warren.AdLoader.jimple', 'com.vungle.warren.VungleBanner.jimple', 'com.applovin.impl.mediation.ads.MaxAdViewImpl$1.jimple', 'com.unity3d.scar.adapter.v1950.ScarAdapter$2.jimple', 'com.ironsource.adapters.facebook.FacebookAdapter$3.jimple', 'com.applovin.mediation.nativeAds.adPlacer.MaxRecyclerAdapter.jimple', 'com.fyber.inneractive.sdk.dv.rewarded.b.jimple', 'com.vungle.warren.AdEventListener.jimple', 'com.applovin.impl.sdk.utils.c.jimple']",82
d1028cd43b77535329ae74432efcd0287b4d89426080a5eabaaaced70f5aebdf,"['com.amazon.device.ads.DTBAdLoader.jimple', 'com.weather.privacy.jsbridge.io.SetConsentOutboundSuccessMessageJsonAdapter.jimple', 'com.weather.privacy.jsbridge.io.ActionExecutionExceptionOutboundMessageJsonAdapter.jimple', 'com.weather.Weather.video.ima.DefaultImaPlayer.jimple', 'com.weather.privacy.jsbridge.io.SetConsentActionMessageJsonAdapter.jimple', 'com.weather.Weather.daybreak.feed.cards.watsonmoments.WatsonMomentsCardViewHolder.jimple', 'com.weather.ads2.config.AdSlotFromJson.jimple', 'com.weather.Weather.daybreak.feed.cards.videos.VideosCardViewHolder.jimple', 'com.weather.privacy.jsbridge.io.SetConsentOutboundFailureMessageJsonAdapter.jimple', 'com.weather.Weather.daybreak.feed.cards.planningmoments.PlanningMomentsCardViewHolder.jimple', 'com.weather.ads2.amazon.AmazonBidRequester.jimple', 'com.amazon.device.ads.SDKUtilities.jimple', 'com.weather.ads2.config.AdConfigBuilder.jimple', 'com.weather.Weather.daybreak.feed.cards.integratedad.IntegratedAdCardViewHolder.jimple', 'com.weather.privacy.jsbridge.io.AuthenticateOutboundFailureMessageJsonAdapter.jimple', 'com.weather.privacy.jsbridge.io.DriveToViewActionMessageJsonAdapter.jimple', 'com.weather.Weather.daybreak.integratedad.IntegratedMarqueeAdView$loadAdBackgroundIntoContainer$1$1.jimple', 'com.weather.Weather.video.ima.VideoAdPlayerController.jimple', 'com.weather.ads2.ui.DfpAdViewGenerator.jimple', 'com.weather.privacy.jsbridge.io.PopupActionMessageJsonAdapter.jimple', 'com.weather.privacy.jsbridge.io.PopupOutboundFailureMessageJsonAdapter.jimple', 'com.weather.privacy.jsbridge.io.DriveToViewOutboundSuccessMessageJsonAdapter.jimple', 'com.weather.ads2.config.AdSlot.jimple', 'com.weather.privacy.jsbridge.io.AuthenticateOutboundSuccessMessageJsonAdapter.jimple', 'com.weather.privacy.jsbridge.io.DeleteOutboundSuccessMessageJsonAdapter.jimple', 'com.weather.Weather.daybreak.feed.cards.ad.AdCardPresenter.jimple', 'com.weather.Weather.daybreak.integratedad.IntegratedMarqueeAdPresenter.jimple', 'com.criteo.publisher.advancednative.CriteoNativeLoader.jimple', 'com.weather.Weather.ads.AirlockAdConfigProvider.jimple', 'com.weather.ads2.config.AdConfig.jimple', 'com.amazon.device.ads.DTBAdRequest.jimple', 'com.weather.privacy.jsbridge.io.PopupOutboundSuccessMessageJsonAdapter.jimple', 'com.weather.Weather.daybreak.integratedad.IntegratedMarqueeAdContract$View.jimple', 'com.weather.privacy.jsbridge.io.InvalidActionOutboundMessageJsonAdapter.jimple', 'com.criteo.publisher.CriteoInterstitial.jimple', 'com.weather.Weather.daybreak.feed.cards.ad.AdCardViewHolder.jimple', 'com.criteo.publisher.CriteoBannerView.jimple', 'com.weather.ads2.util.Partner.jimple', 'com.weather.privacy.jsbridge.io.AuthenticateActionMessageJsonAdapter.jimple', 'com.weather.ads2.amazon.AmazonBidManager.jimple', 'com.weather.Weather.daybreak.integratedad.IntegratedMarqueeAdView$loadAdBackgroundIntoContainer$2$1$1.jimple', 'com.weather.Weather.daybreak.feed.cards.breakingnews.BreakingNewsCardViewHolder.jimple', 'com.weather.Weather.ads.SimpleAdSlot.jimple', 'com.weather.Weather.watsonmoments.watsonad.WatsonDetailsAdView.jimple', 'com.weather.privacy.jsbridge.io.DeleteOutboundFailureMessageJsonAdapter.jimple', 'com.amazon.device.ads.DTBFetchManager.jimple', 'com.weather.Weather.daybreak.integratedad.IntegratedMarqueeAdView.jimple']",47
9596ec5a7a9bfe426cab0020615dbe16048de5f8d9341091730cb1a6dbfd478b,['c.g.a.h.a.jimple'],1
b4173228ac21dfb59e5c080eea32ec97542e7b8fdda88d6524846ca782034cef,"['com.guardian.feature.money.commercial.interstitial.InterstitialAdFragment$onViewCreated$1$1.jimple', 'tv.teads.sdk.utils.adServices.huaweiServices.HuaweiServicesManager$loadAdServicesInfos$2.jimple', 'com.guardian.feature.article.GuardianJSInterface.jimple', 'com.guardian.feature.money.commercial.ads.LoadAd.jimple', 'com.guardian.feature.money.commercial.interstitial.InterstitialAdViewWrapper_Factory.jimple', 'tv.teads.sdk.utils.adServices.huaweiServices.HuaweiServicesManager.jimple', 'com.guardian.feature.article.fragment.WebViewCricketFragment_MembersInjector.jimple', 'com.guardian.feature.personalisation.edithomepage.HomepagePersonalisation$Companion.jimple', 'com.guardian.feature.renderedarticle.bridget.CommercialFactory_Factory.jimple', 'tv.teads.sdk.utils.adServices.playservices.PlayServicesManager.jimple', 'tv.teads.sdk.utils.adServices.AdServicesManager$AdServicesInfosLoader.jimple', 'com.guardian.feature.stream.fragment.front.viewmodel.FrontItemHelper.jimple', 'tv.teads.sdk.utils.adServices.AdServicesManager$AdServicesInfosLoader$loadAdServicesInfosFromGoogleFallbackHuawei$1.jimple', 'com.guardian.feature.article.fragment.NativeHeaderArticleFragment.jimple', 'tv.teads.sdk.utils.adServices.playservices.PlayServicesManager$loadAdServicesInfos$2.jimple', 'com.guardian.feature.renderedarticle.bridget.CommercialFactory.jimple', 'com.guardian.feature.article.fragment.LiveBlogArticleFragment_MembersInjector.jimple', 'com.guardian.feature.article.fragment.NativeHeaderArticleFragment_MembersInjector.jimple', 'com.guardian.feature.money.commercial.interstitial.InterstitialAdViewWrapper$loadAd$1.jimple', 'com.guardian.feature.stream.cards.AdvertCardView.jimple', 'com.guardian.feature.football.WebViewFootballArticleFragment_MembersInjector.jimple', 'com.guardian.feature.personalisation.edithomepage.HomepagePersonalisation$PersonalisationStorage.jimple', 'com.guardian.feature.personalisation.edithomepage.PreferencesPersonalisationStorage.jimple', 'com.guardian.DaggerGuardianApplication_HiltComponents_SingletonC$FragmentCImpl.jimple', 'com.guardian.DaggerGuardianApplication_HiltComponents_SingletonC$ActivityCImpl.jimple', 'com.guardian.feature.stream.fragment.front.viewmodel.FrontItemHelper_Factory.jimple', 'com.guardian.DaggerGuardianApplication_HiltComponents_SingletonC$ActivityCImpl$SwitchingProvider.jimple', 'com.guardian.feature.stream.recycler.AdRecyclerItem.jimple', 'com.guardian.feature.stream.fragment.list.ListFragment_MembersInjector.jimple', 'com.guardian.feature.stream.cards.ArticleAdvertCardView.jimple', 'com.guardian.DaggerGuardianApplication_HiltComponents_SingletonC$SingletonCImpl.jimple', 'com.guardian.feature.stream.fragment.list.ListFragment.jimple', 'com.guardian.feature.renderedarticle.bridget.CommercialImpl.jimple', 'com.guardian.feature.stream.cards.ArticleAdvertCardView$Factory.jimple', 'com.guardian.feature.money.commercial.interstitial.InterstitialAdViewWrapper.jimple', 'com.guardian.feature.football.MatchFragment.jimple', 'com.guardian.feature.football.MatchFragment_MembersInjector.jimple']",37
ffe335681a8a2208272a6fc449e045ff0fcd6cd888fed019d3b709f56bff4da6,"['com.disney.mediaplayer.player.local.DisneyMediaAdPlayer.jimple', 'com.dss.sdk.media.QOSEventJsonAdapter.jimple']",2
003483ff2a74bf9b2aa6cc20850df8d0ea0eedc16089e6b65159d692157e658c,['anywheresoftware.b4a.admobwrapper.AdViewWrapper.jimple'],1
9aff64a69f94a56ca65f181089ee0b86bfd1e92e693b8a2f38ebce6fadc13afd,"['com.applovin.mediation.nativeAds.adPlacer.MaxAdPlacer.jimple', 'com.unity3d.scar.adapter.v2000.scarads.ScarInterstitialAd.jimple', 'com.unity3d.scar.adapter.v1920.scarads.ScarRewardedAd.jimple', 'com.applovin.mediation.rtb.AppLovinRtbBannerRenderer.jimple', 'com.ironsource.mediationsdk.adunit.d.a.c.jimple', 'com.unity3d.scar.adapter.v2000.scarads.ScarRewardedAd.jimple', 'com.applovin.mediation.adapter.MaxAdViewAdapter.jimple', 'com.vungle.warren.AdLoader$Operation.jimple', 'com.vungle.warren.error.VungleException.jimple', 'com.unity3d.scar.adapter.v1950.scarads.ScarAdBase.jimple', 'com.unity3d.scar.adapter.v1950.scarads.ScarRewardedAd.jimple', 'com.applovin.mediation.adapters.AppLovinMediationAdapter.jimple', 'com.applovin.impl.mediation.b.a.b.jimple', 'com.applovin.impl.mediation.ads.MaxNativeAdLoaderImpl.jimple', 'com.vungle.warren.VungleBanner$1.jimple', 'com.unity3d.scar.adapter.v1950.ScarAdapter$1.jimple', 'com.applovin.mediation.ads.MaxRewardedInterstitialAd.jimple', 'com.unity3d.scar.adapter.v1920.ScarAdapter$2.jimple', 'com.applovin.impl.mediation.ads.MaxAdViewImpl.jimple', 'com.unity3d.scar.adapter.v1920.ScarAdapter$1.jimple', 'com.applovin.impl.mediation.MediationServiceImpl.jimple', 'com.vungle.warren.VungleBanner$2.jimple', 'com.applovin.mediation.nativeAds.MaxNativeAdLoader.jimple', 'com.ironsource.sdk.IronSourceNetwork.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl$2.jimple', 'com.applovin.mediation.rtb.AppLovinRtbInterstitialRenderer.jimple', 'com.unity3d.scar.adapter.common.scarads.IScarAd.jimple', 'com.ironsource.mediationsdk.P.jimple', 'com.vungle.mediation.VungleInterstitialAdapter.jimple', 'com.unity3d.scar.adapter.v2000.scarads.ScarAdBase.jimple', 'com.applovin.impl.mediation.debugger.a.a.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl$b$4$1.jimple', 'com.unity3d.scar.adapter.v2000.ScarAdapter$2.jimple', 'com.applovin.mediation.ads.MaxRewardedAd.jimple', 'com.applovin.impl.mediation.debugger.ui.a.a.jimple', 'com.unity3d.scar.adapter.v1950.scarads.ScarInterstitialAd.jimple', 'com.vungle.warren.downloader.AssetDownloader.jimple', 'com.ironsource.adapters.ironsource.IronSourceAdapter.jimple', 'com.vungle.warren.LoadNativeAdCallbackWrapper.jimple', 'com.applovin.mediation.ads.MaxInterstitialAd.jimple', 'com.ironsource.sdk.d.b.jimple', 'com.vungle.warren.AdLoader$5.jimple', 'com.applovin.impl.sdk.utils.b.jimple', 'com.vungle.warren.Banners.jimple', 'com.vungle.warren.Vungle.jimple', 'com.vungle.warren.downloader.AssetDownloader$3.jimple', 'com.vungle.warren.LoadAdCallbackWrapper.jimple', 'com.ookbee.admobmediator.k.jimple', 'com.vungle.warren.AdLoader$5$3.jimple', 'com.applovin.impl.mediation.debugger.ui.testmode.a.jimple', 'com.vungle.warren.downloader.CleverCache.jimple', 'com.vungle.warren.AdLoader$6$3.jimple', 'com.unity3d.scar.adapter.v1920.scarads.ScarAdBase.jimple', 'com.vungle.warren.downloader.AssetDownloader$1.jimple', 'com.unity3d.scar.adapter.v2000.ScarAdapter$1.jimple', 'com.applovin.impl.mediation.ads.MaxFullscreenAdImpl.jimple', 'com.unity3d.scar.adapter.v1920.scarads.ScarInterstitialAd.jimple', 'com.ironsource.mediationsdk.adunit.adapter.internal.BaseAdAdapter.jimple', 'com.tapjoy.TapjoyGpsHelper.jimple', 'com.applovin.mediation.ads.MaxAdView.jimple', 'com.vungle.warren.NativeAd.jimple', 'com.vungle.warren.AdLoader.jimple', 'com.vungle.warren.VungleBanner.jimple', 'com.tapjoy.TapjoyConnectCore.jimple', 'com.applovin.impl.mediation.g$13.jimple', 'com.applovin.impl.mediation.ads.MaxAdViewImpl$1.jimple', 'com.unity3d.scar.adapter.v1950.ScarAdapter$2.jimple', 'com.applovin.mediation.nativeAds.adPlacer.MaxRecyclerAdapter.jimple', 'com.vungle.warren.AdEventListener.jimple']",69
